age,home_owner,income,current_address_year,personal_account_m,personal_account_y,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,risk_score_4,risk_score_5,ext_quality_score,ext_quality_score_2,inquiries_last_month,e_signed,total_employment_years,income_to_loan_ratio,composite_risk_score,pay_bi-weekly,pay_monthly,pay_semi-monthly,pay_weekly
46,1,6155,10,6,4,1,600,51100,0.599121008,0.797943976,0.647611719,0.694597539,0.87083,0.67083,9,1,0.8333333333333334,10.258333333333333,0.6848185605,True,False,False,False
42,0,4695,3,0,0,1,525,52950,0.742878992,0.800267104,0.794920312,0.678639241,0.53044,0.63044,2,1,4.0,8.942857142857143,0.75417641225,False,False,False,True
38,1,6240,4,2,4,0,3600,76050,0.674536975,0.859680822,0.642971094,0.684907044,0.46942,0.56942,2,1,4.0,1.7333333333333334,0.71552398375,True,False,False,False
24,1,1850,1,4,1,0,600,51700,0.81327563,0.87333902,0.72861875,0.805603117,0.490527,0.490527,8,1,1.5,3.0833333333333335,0.80520912925,False,False,False,True
23,1,3265,1,1,4,1,700,67800,0.78069916,0.95519842,0.721139062,0.787945453,0.680081,0.580081,6,1,2.0,4.664285714285715,0.81124552375,True,False,False,False
34,1,3250,2,2,3,0,900,51100,0.631205042,0.884494523,0.601403125,0.777503677,0.588475,0.788475,6,0,3.0,3.611111111111111,0.72365159175,True,False,False,False
42,0,5605,2,2,3,0,900,52150,0.406122689,0.95519842,0.532944531,0.670363173,0.721994,0.521994,4,1,5.0,6.227777777777778,0.64115720325,True,False,False,False
48,1,4780,3,1,2,1,700,48100,0.797761345,0.851993177,0.629121875,0.697962044,0.788017,0.488017,3,0,0.5,6.828571428571428,0.74420961025,True,False,False,False
47,1,4700,1,1,3,1,600,61800,0.772633613,0.869972167,0.498302344,0.586479001,0.650032,0.750032,4,1,3.0,7.833333333333333,0.68184678125,True,False,False,False
46,1,6000,1,1,3,0,1900,82950,0.624726891,0.875404022,0.741228906,0.802864964,0.791703,0.491703,5,1,3.0,3.1578947368421053,0.7610561957499999,True,False,False,False
41,0,5010,1,4,8,1,3000,80700,0.759541176,0.983311636,0.598729688,0.868845894,0.546637,0.746637,3,1,6.0,1.67,0.8026070985000001,False,False,True,False
38,0,2580,0,2,3,1,700,55800,0.657710084,0.967599659,0.592947656,0.835654346,0.614114,0.714114,6,1,2.0,3.6857142857142855,0.7634779362499999,True,False,False,False
35,0,2450,1,6,4,1,500,30900,0.640714286,0.803712516,0.494575781,0.632423496,0.609751,0.609751,12,1,4.0,4.9,0.64285651975,True,False,False,False
27,1,2490,8,4,2,1,600,42750,0.72964958,0.914740079,0.658280469,0.844270971,0.650844,0.550844,20,1,8.666666666666666,4.15,0.78673527475,False,False,False,True
24,0,2050,1,6,4,1,500,61750,0.782109244,0.866549201,0.475089063,0.699022223,0.719201,0.819201,6,1,6.0,4.1,0.70569243275,True,False,False,False
50,0,3275,2,4,2,1,500,53150,0.719666387,0.824968576,0.644135938,0.728906596,0.713543,0.613543,2,0,4.0,6.55,0.7294193742499999,True,False,False,False
39,0,3285,1,2,1,1,1000,68700,0.572105042,0.898994433,0.461496094,0.546822844,0.583027,0.583027,5,0,1.0,3.285,0.6198546032500001,True,False,False,False
30,0,2730,1,2,4,0,700,60750,0.665710924,0.757541749,0.67126875,0.653286511,0.628742,0.628742,4,1,2.0,3.9,0.6869519835,True,False,False,False
38,1,3680,9,1,3,0,2700,77750,0.519691597,0.865415694,0.187145313,0.432533194,0.499137,0.599137,2,1,10.0,1.362962962962963,0.5011964495,False,True,False,False
37,0,3266,2,5,1,1,400,65400,0.706912605,0.905773029,0.590674219,0.889715754,0.878984,0.578984,5,1,2.0,8.165,0.77326890175,True,False,False,False
34,0,3075,0,2,2,0,700,71500,0.622881513,0.773264949,0.628885938,0.667263071,0.488685,0.588685,21,1,2.0,4.392857142857143,0.6730738677499999,False,True,False,False
55,0,3670,2,6,4,1,900,42750,0.686006723,0.939385437,0.425235156,0.693752134,0.849046,0.649046,10,0,2.0,4.0777777777777775,0.6860948625,False,True,False,False
75,0,3095,3,4,2,0,700,53150,0.619986555,0.929464446,0.670602344,0.645893498,0.729224,0.629224,13,0,3.4166666666666665,4.421428571428572,0.71648671075,False,True,False,False
55,0,2055,1,0,0,1,800,70800,0.694332773,0.793454839,0.785682812,0.711058116,0.693139,0.493139,6,1,3.1666666666666665,2.56875,0.7461321350000001,False,False,False,True
45,0,2760,2,2,5,1,400,79450,0.743087395,0.868760101,0.494332813,0.556877855,0.642256,0.842256,6,0,3.0,6.9,0.6657645409999999,False,True,False,False
41,0,3185,8,6,4,1,800,51700,0.758644538,0.849569043,0.436085156,0.611954947,0.702959,0.702959,7,1,6.0,3.98125,0.664063421,True,False,False,False
53,1,5250,0,11,1,1,700,74800,0.798928571,0.8552478,0.38141875,0.557789147,0.696058,0.596058,12,0,2.0,7.5,0.6483460670000001,True,False,False,False
46,1,3230,3,11,4,0,400,87050,0.721967227,0.867716376,0.687588281,0.758423885,0.581619,0.681619,3,0,2.8333333333333335,8.075,0.75892394225,False,False,False,True
36,0,2225,2,6,3,1,550,40750,0.75072521,0.901373676,0.649128906,0.808673271,0.699652,0.499652,5,1,1.0,4.045454545454546,0.77747526575,True,False,False,False
31,1,1735,6,2,4,0,400,82450,0.749821008,0.891273119,0.401067969,0.588121892,0.753672,0.453672,4,0,6.0,4.3375,0.6575709969999999,True,False,False,False
19,0,2205,1,6,4,1,900,60200,0.749763025,0.903449901,0.685808594,0.899677497,0.604733,0.804733,8,0,0.8333333333333334,2.45,0.80967475425,False,False,False,True
29,1,1505,1,6,2,1,1100,50250,0.705418487,0.821657838,0.536471094,0.576667,0.459751,0.559751,3,0,2.3333333333333335,1.3681818181818182,0.66005360475,False,True,False,False
56,0,1520,2,7,4,1,900,64350,0.68090084,0.863238463,0.759571875,0.701133168,0.802997,0.502997,3,1,3.4166666666666665,1.6888888888888889,0.7512110865,False,False,False,True
29,1,2245,3,2,5,1,400,73950,0.678409244,0.896828425,0.644570313,0.903404808,0.755601,0.555601,5,0,1.5,5.6125,0.7808031974999999,True,False,False,False
38,1,5020,2,6,4,1,400,48500,0.672515966,0.919173101,0.677583594,0.809121643,0.655638,0.755638,4,0,6.0,12.55,0.769598576,False,False,False,True
55,0,4165,0,3,2,1,425,52700,0.677441176,0.872183067,0.610830469,0.843005431,0.770093,0.470093,6,1,3.0,9.8,0.75086503575,False,False,False,True
51,0,3625,4,9,6,1,500,46500,0.674942017,0.828436434,0.465709375,0.786422355,0.467866,0.567866,6,1,6.833333333333333,7.25,0.68887754525,True,False,False,False
46,0,2645,2,5,3,1,900,66850,0.731947899,0.877693482,0.697466406,0.888906288,0.571061,0.871061,10,0,3.0,2.938888888888889,0.79900351875,True,False,False,False
44,0,3780,1,2,3,1,700,53200,0.719961345,0.858592207,0.416525781,0.711633984,0.435311,0.635311,8,1,2.0,5.4,0.67667832925,True,False,False,False
32,0,1700,2,2,3,1,400,64700,0.723157983,0.973222302,0.711921094,0.914691132,0.917182,0.917182,6,0,6.0,4.25,0.83074812775,True,False,False,False
30,1,3100,2,3,2,0,700,51950,0.732693277,0.952897737,0.561872656,0.812260251,0.594795,0.794795,4,1,1.0,4.428571428571429,0.7649309802500001,False,False,False,True
28,0,2730,0,4,2,1,700,59150,0.769809244,0.846370533,0.59450625,0.80745137,0.831974,0.531974,8,1,1.4166666666666667,3.9,0.75453434925,False,False,True,False
39,1,3493,2,5,3,1,1700,48650,0.654668908,0.873215568,0.722728125,0.853409557,0.598458,0.498458,3,0,3.0,2.054705882352941,0.7760055395000001,False,False,False,True
39,0,2297,3,4,2,1,1000,52800,0.66909916,0.851858502,0.588920313,0.823413946,0.626669,0.726669,8,1,3.0,2.297,0.73332298025,True,False,False,False
40,0,2620,2,2,3,1,1100,52650,0.809315966,0.873137008,0.635167969,0.838481489,0.718203,0.618203,4,0,0.5,2.381818181818182,0.789025608,False,False,False,True
23,0,3025,1,6,4,1,1050,81800,0.687923529,0.888938768,0.628210156,0.843768691,0.518471,0.818471,5,1,1.4166666666666667,2.880952380952381,0.762210286,False,False,False,True
66,1,1725,4,9,3,1,1200,35050,0.717076471,0.955153528,0.840014844,0.862377008,0.747443,0.747443,7,0,2.1666666666666665,1.4375,0.8436554627499999,False,False,False,True
34,1,2550,8,2,3,1,700,79900,0.630007563,0.8574587,0.440982813,0.674343763,0.500856,0.400856,4,1,2.0,3.642857142857143,0.65069820975,True,False,False,False
34,1,2015,5,2,8,1,1600,51100,0.702705042,0.741829772,0.408722656,0.42205548,0.519602,0.619602,11,0,5.0,1.259375,0.5688282375,True,False,False,False
19,0,3115,0,2,3,1,900,61650,0.668842017,0.729664213,0.521530469,0.48575861,0.480691,0.580691,7,1,1.5,3.4611111111111112,0.60144882725,True,False,False,False
24,1,4710,3,7,2,1,450,37650,0.606261345,0.87993805,0.488201562,0.660632462,0.805874,0.605874,4,1,10.333333333333334,10.466666666666667,0.65875835475,True,False,False,False
40,1,3290,7,1,4,1,800,76550,0.561035294,0.944985635,0.505689062,0.684041959,0.533181,0.733181,8,1,6.0,4.1125,0.6739379875,True,False,False,False
40,0,3975,4,7,3,1,400,44850,0.639662185,0.858580984,0.523305469,0.598809246,0.526376,0.626376,5,1,2.0,9.9375,0.655089471,False,True,False,False
30,0,1670,3,3,3,1,600,49800,0.712010924,0.768775813,0.586407813,0.522543984,0.737837,0.637837,3,1,3.0,2.783333333333333,0.6474346335,False,False,True,False
42,1,3275,1,1,3,1,500,52250,0.540286555,0.911362004,0.4591375,0.730014692,0.432098,0.432098,4,1,3.0,6.55,0.66020018775,True,False,False,False
52,1,7180,0,3,3,1,900,46450,0.664357983,0.891183336,0.611907813,0.789874995,0.42626,0.62626,6,1,1.25,7.977777777777778,0.7393310317499999,True,False,False,False
51,0,2695,2,2,4,1,800,90100,0.799594958,0.916928533,0.529626563,0.724750593,0.860756,0.560756,5,0,4.0,3.36875,0.74272516175,True,False,False,False
52,1,2510,10,2,3,1,1200,65100,0.747784034,0.973110074,0.399471875,0.733720611,0.764822,0.564822,8,0,9.166666666666666,2.091666666666667,0.7135216485,True,False,False,False
42,1,5080,9,7,4,1,600,62900,0.757684034,0.89573981,0.521601563,0.744029757,0.613088,0.813088,6,0,0.4166666666666667,8.466666666666667,0.729763791,False,False,False,True
58,0,2010,2,1,4,1,600,61200,0.697792437,0.890038607,0.715008594,0.821047155,0.766375,0.566375,6,1,3.0,3.35,0.78097169825,True,False,False,False
45,1,5350,7,2,8,1,500,62300,0.671522689,0.88001661,0.549244531,0.829295841,0.730506,0.830506,4,0,10.0,10.7,0.73251991775,True,False,False,False
66,1,5215,10,0,0,1,500,66900,0.693362185,0.911507901,0.436619531,0.848158293,0.746519,0.546519,6,0,2.5,10.43,0.7224119775,True,False,False,False
48,0,3030,1,2,3,1,600,66900,0.738934454,0.950686838,0.672674219,0.825322952,0.66585,0.56585,7,1,6.0,5.05,0.79690461575,True,False,False,False
58,0,3603,4,3,1,1,2400,49750,0.641662185,0.930452056,0.695925781,0.896707457,0.587291,0.787291,6,1,4.416666666666667,1.50125,0.79118686975,True,False,False,False
34,1,5642,2,2,3,1,600,43750,0.803233613,0.876616089,0.642676562,0.723464517,0.689468,0.789468,9,0,3.0,9.403333333333334,0.76149769525,False,False,False,True
42,1,5997,1,1,3,1,400,71400,0.70384958,0.9002065,0.545459375,0.922511126,0.82076,0.72076,4,1,4.083333333333333,14.9925,0.76800664525,True,False,False,False
43,1,6510,5,4,1,1,400,36400,0.840823529,0.901328784,0.626827344,0.631943464,0.865257,0.665257,3,0,5.0,16.275,0.75023078025,True,False,False,False
57,0,3090,9,6,2,1,600,64650,0.557751261,0.880083947,0.558548437,0.527389659,0.611548,0.511548,6,0,5.0,5.15,0.630943326,True,False,False,False
43,1,5125,2,3,1,1,1200,67800,0.601426891,0.941753457,0.698257031,0.846284369,0.84536,0.84536,6,1,2.0,4.270833333333333,0.771930437,True,False,False,False
49,1,1795,9,6,3,1,400,54000,0.673889916,0.851813611,0.584788281,0.642858426,0.839947,0.539947,8,1,2.0,4.4875,0.6883375585,True,False,False,False
33,1,3890,3,2,3,1,1150,87200,0.685251261,0.859804274,0.698802344,0.847363373,0.610753,0.610753,4,0,3.0,3.382608695652174,0.772805313,True,False,False,False
32,0,2580,2,2,2,1,800,65900,0.68807563,0.93955378,0.761851563,0.891258532,0.590035,0.690035,6,0,1.0,3.225,0.82018487625,True,False,False,False
54,1,6585,3,6,4,1,600,77550,0.572778151,0.902350063,0.517760156,0.695584129,0.514053,0.514053,6,1,3.0,10.975,0.67211812475,True,False,False,False
36,0,4610,1,2,2,1,400,48900,0.680262185,0.921451338,0.677669531,0.794716392,0.674146,0.874146,6,0,1.4166666666666667,11.525,0.7685248615,False,True,False,False
50,0,3730,5,2,7,1,800,63300,0.696254622,0.858693212,0.385369531,0.643619975,0.571983,0.671983,8,0,5.0,4.6625,0.6459843350000001,False,False,True,False
51,1,2690,9,6,1,1,1350,87550,0.721842857,0.88898366,0.70815,0.777652564,0.53035,0.83035,4,1,9.0,1.9925925925925927,0.7741572702499999,False,False,False,True
32,1,3570,9,2,2,1,600,68800,0.697678151,0.857492368,0.466367188,0.763151477,0.734508,0.734508,5,1,2.0,5.95,0.696172296,False,False,False,True
31,0,2615,2,1,8,1,550,37650,0.669201681,0.89352891,0.447066406,0.595644968,0.693857,0.693857,8,1,4.0,4.754545454545455,0.65136049125,True,False,False,False
38,0,4025,5,5,2,1,1200,68800,0.786290756,0.92497531,0.614777344,0.908365143,0.892625,0.892625,7,0,2.0,3.3541666666666665,0.8086021382499999,False,False,True,False
53,0,4700,2,4,2,1,600,53850,0.735481513,0.803712516,0.776121094,0.807818454,0.851677,0.551677,6,1,3.0,7.833333333333333,0.78078339425,False,False,False,True
51,0,2615,9,2,3,1,1200,77850,0.764833613,0.860960226,0.710890625,0.74016725,0.470179,0.670179,5,0,5.0,2.1791666666666667,0.7692129285,False,False,False,True
40,0,7060,4,2,4,1,3300,66150,0.809084874,0.901227779,0.678172656,0.671674064,0.7812,0.5812,9,0,1.1666666666666667,2.139393939393939,0.76503984325,False,False,True,False
60,1,4205,10,3,8,1,5100,76050,0.725410924,0.859793051,0.672164844,0.815878891,0.72771,0.62771,4,0,1.0,0.8245098039215686,0.7683119275,False,False,False,True
21,0,3170,2,6,3,1,400,37400,0.526369748,0.880083947,0.535735156,0.771858804,0.68547,0.68547,8,1,1.5,7.925,0.67851191375,True,False,False,False
43,1,3090,5,3,3,1,500,33700,0.440014286,0.921406446,0.729451563,0.795038125,0.833839,0.633839,3,1,3.1666666666666665,6.18,0.721477605,False,False,False,True
48,1,4115,3,2,7,1,1200,56600,0.348421008,0.872171844,0.916398437,0.949258602,0.753471,0.553471,15,1,1.0,3.4291666666666667,0.77156247275,True,False,False,False
39,1,5657,3,1,4,1,800,46650,0.532805882,0.910250943,0.443909375,0.767458078,0.560461,0.460461,14,1,3.0,7.07125,0.6636060695,True,False,False,False
36,1,3570,2,1,2,1,600,82150,0.69042605,0.97432214,0.585391406,0.850104093,0.591404,0.691404,14,1,4.0,5.95,0.77506092225,True,False,False,False
27,0,905,0,3,3,1,700,46000,0.768494958,0.873137008,0.630617188,0.794908062,0.704379,0.504379,4,1,1.5,1.292857142857143,0.766789304,True,False,False,False
35,1,3015,4,4,3,1,700,34000,0.656592437,0.758664033,0.392624219,0.663763369,0.745902,0.445902,5,0,2.0,4.307142857142857,0.6179110145,True,False,False,False
47,0,2735,2,1,3,1,800,74900,0.794827731,0.964232807,0.545372656,0.84426926,0.859613,0.559613,3,1,2.0,3.41875,0.7871756135,True,False,False,False
73,1,3125,2,2,4,0,700,85650,0.819264706,0.894561411,0.744739844,0.919094424,0.576862,0.476862,3,0,3.0,4.464285714285714,0.84441509625,False,False,False,True
51,1,3145,6,8,5,1,900,32450,0.469731933,0.938364159,0.620603125,0.748212286,0.476065,0.476065,14,0,8.25,3.4944444444444445,0.69422787575,False,False,False,True
50,0,3511,2,1,3,0,1100,58300,0.790939496,0.873282905,0.618242969,0.787432049,0.785556,0.685556,7,0,2.0,3.191818181818182,0.7674743547499999,True,False,False,False
24,0,3420,0,5,2,1,800,51500,0.717091597,0.838402316,0.57060625,0.687845424,0.442011,0.542011,6,0,1.1666666666666667,4.275,0.70348639675,False,True,False,False
54,0,3770,2,5,2,1,400,60000,0.716548739,0.957353205,0.486951563,0.692655161,0.501789,0.801789,15,0,2.5,9.425,0.713377167,True,False,False,False
41,1,2555,4,4,1,1,1200,79850,0.649852101,0.846381756,0.30328125,0.572257718,0.630824,0.530824,8,1,4.0,2.129166666666667,0.59294320625,True,False,False,False
54,0,5370,1,2,7,1,900,68850,0.645037815,0.843968845,0.485077344,0.73486379,0.670783,0.570783,10,0,3.0,5.966666666666667,0.6772369485,True,False,False,False
41,1,3240,0,1,4,0,400,74900,0.787080672,0.931697791,0.782076563,0.92390245,0.514575,0.614575,9,1,3.0,8.1,0.856189369,True,False,False,False
33,0,3710,4,5,2,1,400,55850,0.758047059,0.869770156,0.474738281,0.660160986,0.376234,0.376234,5,0,4.0,9.275,0.6906791205,True,False,False,False
27,0,1650,2,2,2,1,700,50650,0.801413445,0.906996319,0.627303906,0.839301223,0.711301,0.711301,6,0,1.0,2.357142857142857,0.79375372325,True,False,False,False
49,0,3675,3,3,2,1,1100,62850,0.622810924,0.813689621,0.620900781,0.779937211,0.659076,0.759076,6,1,3.0,3.340909090909091,0.70933463425,False,False,False,True
25,1,2110,1,2,3,1,450,42500,0.658041176,0.894494074,0.614758594,0.616768107,0.47676,0.47676,3,1,3.0,4.688888888888889,0.69601548775,False,False,False,True
